"BenchmarkTest00006","fail","addition of a tainted value to a list does not taint the list","true"
"BenchmarkTest00007","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest00015","fail","addition of a tainted value to a list does not taint the list","true"
BenchmarkTest00017,"success","","true"
"BenchmarkTest00077","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00090","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00091","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00092","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00093","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00158","fail","addition of a tainted value to a list does not taint the list","false"
"BenchmarkTest00159","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest00171","fail","addition of tainted data to a map does not taint the map","false"
"BenchmarkTest00172","fail","addition of tainted data to a map does not taint the map","true"
"BenchmarkTest00173","fail","addition of tainted data to a map does not taint the map","true"
"BenchmarkTest00174","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest00175","fail","addition of tainted data to a map does not taint the map","false"
"BenchmarkTest00176","success","","true"
"BenchmarkTest00177","success",does not rely on actual results of int calculations - overapproximation,"false"
"BenchmarkTest00293","fail","string decoding operations","true"
"BenchmarkTest00294","fail","addition of a tainted value to a list does not taint the list","true"
"BenchmarkTest00295","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest00302","success","","true"
"BenchmarkTest00303","fail","string decoding operations","true"
"BenchmarkTest00304","fail","addition of tainted data into a list does not taint the list","true"
"BenchmarkTest00305","fail","difficult dataflow","false"
"BenchmarkTest00306","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest00307","fail","addition of tainted data into a list does not taint the list","false"
"BenchmarkTest00308","success",does not rely on actual results of int calculations - overapproximation,"false"
"BenchmarkTest00309","fail","addition of tainted data to a map does not taint the map","false"
"BenchmarkTest00310","success",does not rely on the actual value that is picked via charAt(idx) - overapproximation,"false"
"BenchmarkTest00311","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest00396","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest00406","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest00407","fail","addition of tainted data into a list does not taint the list","true"
"BenchmarkTest00408","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest00409","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest00410","fail","addition of tainted data to a map does not taint the map","false"
"BenchmarkTest00411","fail","difficult dataflow","false"
"BenchmarkTest00412","fail","addition of tainted data into a list does not taint the list","false"
"BenchmarkTest00480","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest00481","fail","data access from a tainted array does not make data tainted","false"
"BenchmarkTest00494","fail","data access from a tainted array does not make data tainted","false"
"BenchmarkTest00495","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest00496","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest00497","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest00498","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest00499","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest00500","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest00558","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00559","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00567","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00568","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00569","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00570","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00571","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00572","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00573","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00574","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00575","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00576","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00657","fail","addition of tainted data to a map does not taint the map","false"
"BenchmarkTest00658","success",does not rely on actual results of int calculations - overapproximation,"false"
"BenchmarkTest00659","success",does not rely on the actual value that is picked via charAt(idx) - overapproximation,"false"
"BenchmarkTest00731","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00732","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00738","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00739","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00740","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00741","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00742","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00743","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00814","fail","addition of a tainted value to a list does not taint the list","false"
"BenchmarkTest00815","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest00816","fail","addition of tainted data to a map does not taint the map","true"
"BenchmarkTest00823","fail","addition of tainted data into a list does not taint the list","true"
"BenchmarkTest00824","fail","addition of tainted data to a map does not taint the map","true"
"BenchmarkTest00825","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest00826","success",does not rely on actual results of int calculations - overapproximation,"false"
"BenchmarkTest00827","fail","addition of tainted data into a list does not taint the list","false"
"BenchmarkTest00895","fail","addition of tainted data into a list does not taint the list","false"
"BenchmarkTest00896","fail","addition of a tainted value to a list does not taint the list","false"
"BenchmarkTest00897","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest00905","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest00906","fail","string decoding operations","false"
"BenchmarkTest00907","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest00908","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest00909","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest00910","success",does not rely on actual results of int calculations - overapproximation,"false"
"BenchmarkTest00968","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00969","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00970","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00978","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00979","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00980","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00981","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest00982","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest00983","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest01064","fail","addition of tainted data to a map does not taint the map","true"
"BenchmarkTest01065","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest01066","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest01067","fail","addition of tainted data into a list does not taint the list","false"
"BenchmarkTest01068","success",does not rely on actual results of int calculations - overapproximation,"false"
"BenchmarkTest01182","fail","addition of tainted data into a list does not taint the list","false"
"BenchmarkTest01189","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest01190","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest01191","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest01192","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest01193","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest01194","success","","true"
"BenchmarkTest01269","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest01270","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest01285","fail","addition of tainted data into a list does not taint the list","true"
"BenchmarkTest01286","fail","addition of tainted data into a list does not taint the list","true"
"BenchmarkTest01287","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest01288","fail","addition of tainted data to a map does not taint the map","true"
"BenchmarkTest01289","fail","addition of tainted data into a list does not taint the list","false"
"BenchmarkTest01290","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest01353","fail","data access from a tainted array does not make data tainted","false"
"BenchmarkTest01360","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest01361","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest01362","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest01363","fail","data access from a tainted array does not make data tainted","true"
"BenchmarkTest01364","fail","data access from a tainted array does not make data tainted","false"
"BenchmarkTest01365","fail","data access from a tainted array does not make data tainted","false"
"BenchmarkTest01430","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest01440","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest01441","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest01442","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest01443","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest01444","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest01445","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest01446","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest01516","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest01517","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest01526","success",does not rely on actual results of int calculations - overapproximation,"false"
"BenchmarkTest01527","success",does not rely on actual results of int calculations - overapproximation,"false"
"BenchmarkTest01528","success",does not rely on the actual value that is picked via charAt(idx) - overapproximation,"false"
"BenchmarkTest01529","fail","creation of an array with a tainted value does not taint the array","false"
"BenchmarkTest01530","fail","addition of tainted data into a list does not taint the list","false"
"BenchmarkTest01531","fail","addition of tainted data into a list does not taint the list","true"
"BenchmarkTest01532","success",does not rely on actual results of int calculations - overapproximation,"false"
"BenchmarkTest01533","fail","creation of an array with a tainted value does not taint the array","true"
"BenchmarkTest01600","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest01601","fail","usage of an array as a source return does not make the array tainted","true"
"BenchmarkTest01606","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest01607","fail","usage of an array as a source return does not make the array tainted","false"
"BenchmarkTest01608","fail","usage of an array as a source return does not make the array tainted","false"
